PLAYER_ID,SEASON,MVP_class
81,1996-97,0
204,1996-97,0
976,1996-97,0
979,1996-97,0
706,1996-97,0
760,1996-97,0
966,1996-97,0
711,1996-97,0
754,1996-97,0
29,1996-97,0
1131,1996-97,0
728,1996-97,0
1429,1996-97,0
1432,1996-97,0
247,1996-97,0
170,1996-97,0
693,1996-97,0
1086,1996-97,0
341,1996-97,0
180,1996-97,0
1381,1996-97,0
317,1996-97,0
304,1996-97,0
961,1996-97,0
271,1996-97,0
468,1996-97,0
146,1996-97,0
436,1996-97,0
252,1996-97,3
173,1996-97,0
700,1996-97,0
80,1996-97,0
383,1996-97,0
72,1996-97,0
181,1996-97,0
954,1996-97,0
404,1996-97,0
236,1996-97,0
333,1996-97,0
708,1996-97,0
134,1996-97,0
1089,1996-97,0
788,1996-97,0
234,1996-97,0
977,1996-97,0
703,1996-97,0
111,1996-97,0
78,1996-97,0
441,1996-97,0
913,1996-97,0
1474,1996-97,0
1125,1996-97,0
84,1996-97,0
734,1996-97,0
195,1996-97,0
283,1996-97,0
1489,1996-97,0
1036,1996-97,0
1380,1996-97,0
684,1996-97,0
953,1996-97,0
31,1996-97,0
691,1996-97,0
919,1996-97,0
26,1996-97,0
446,1996-97,0
51,1996-97,0
990,1996-97,0
907,1996-97,0
992,1996-97,0
948,1996-97,0
53,1996-97,0
1361,1996-97,0
95,1996-97,0
707,1996-97,0
971,1996-97,0
349,1996-97,0
899,1996-97,0
1110,1996-97,0
770,1996-97,0
729,1996-97,0
982,1996-97,0
55,1996-97,0
672,1996-97,0
900,1996-97,0
761,1996-97,0
1074,1996-97,0
1099,1996-97,0
511,1996-97,0
262,1996-97,0
688,1996-97,0
714,1996-97,0
1138,1996-97,0
893,1996-97,2
63,1996-97,0
1479,1996-97,0
782,1996-97,0
348,1996-97,0
42,1996-97,0
983,1996-97,0
302,1996-97,0
177,1996-97,0
1041,1996-97,0
203,1996-97,0
98,1996-97,0
89,1996-97,0
178,1996-97,0
932,1996-97,0
970,1996-97,0
901,1996-97,0
136,1996-97,0
121,1996-97,0
442,1996-97,0
432,1996-97,0
71,1996-97,0
461,1996-97,0
968,1996-97,0
912,1996-97,0
719,1996-97,0
753,1996-97,0
988,1996-97,0
739,1996-97,0
951,1996-97,0
1077,1996-97,0
1002,1996-97,0
674,1996-97,0
397,1996-97,0
1073,1996-97,0
199,1996-97,0
364,1996-97,0
777,1996-97,0
316,1996-97,0
296,1996-97,0
328,1996-97,0
894,1996-97,0
22,1996-97,0
109,1996-97,0
123,1996-97,0
305,1996-97,0
438,1996-97,0
393,1996-97,0
915,1996-97,0
166,1996-97,0
938,1996-97,0
964,1996-97,0
1129,1996-97,0
716,1996-97,0
208,1996-97,0
694,1996-97,0
417,1996-97,0
64,1996-97,0
955,1996-97,0
36,1996-97,0
390,1996-97,0
418,1996-97,0
197,1996-97,0
281,1996-97,0
937,1996-97,0
251,1996-97,0
399,1996-97,0
9,1996-97,0
1000,1996-97,0
1049,1996-97,0
406,1996-97,0
949,1996-97,0
412,1996-97,0
762,1996-97,0
431,1996-97,0
704,1996-97,0
1035,1996-97,0
428,1996-97,0
278,1996-97,0
351,1996-97,0
914,1996-97,0
1128,1996-97,0
950,1996-97,0
984,1996-97,0
70,1996-97,0
959,1996-97,0
88,1996-97,0
120,1996-97,0
1478,1996-97,0
1037,1996-97,0
210,1996-97,0
187,1996-97,0
143,1996-97,0
371,1996-97,0
345,1996-97,0
689,1996-97,0
896,1996-97,0
1118,1996-97,0
100,1996-97,0
103,1996-97,0
957,1996-97,0
1472,1996-97,0
339,1996-97,0
67,1996-97,0
389,1996-97,0
960,1996-97,0
434,1996-97,0
763,1996-97,0
380,1996-97,0
929,1996-97,0
145,1996-97,0
696,1996-97,0
969,1996-97,0
895,1996-97,0
238,1996-97,0
721,1996-97,0
137,1996-97,0
452,1996-97,0
355,1996-97,0
219,1996-97,0
958,1996-97,0
124,1996-97,0
702,1996-97,0
1005,1996-97,0
962,1996-97,0
47,1996-97,0
445,1996-97,0
781,1996-97,0
335,1996-97,0
416,1996-97,0
1365,1996-97,0
212,1996-97,0
440,1996-97,0
920,1997-98,0
243,1997-98,0
1425,1997-98,0
228,1997-98,0
1502,1997-98,0
154,1997-98,0
673,1997-98,0
275,1997-98,0
947,1997-98,0
297,1997-98,0
175,1997-98,0
1541,1997-98,0
692,1997-98,0
457,1997-98,0
358,1997-98,0
194,1997-98,0
924,1997-98,0
1533,1997-98,0
193,1997-98,0
292,1997-98,0
1515,1997-98,0
324,1997-98,0
156,1997-98,0
952,1997-98,0
1498,1997-98,0
213,1997-98,0
226,1997-98,0
686,1997-98,0
288,1997-98,0
717,1997-98,0
1506,1997-98,0
422,1997-98,0
769,1997-98,0
989,1997-98,0
1112,1997-98,0
104,1997-98,0
223,1997-98,0
82,1997-98,0
182,1997-98,0
902,1997-98,0
183,1997-98,0
898,1997-98,0
448,1997-98,0
737,1997-98,0
682,1997-98,0
310,1997-98,0
1517,1997-98,0
184,1997-98,0
38,1997-98,0
1585,1997-98,0
699,1997-98,0
85,1997-98,0
1510,1997-98,0
967,1997-98,0
258,1997-98,0
1680,1997-98,0
216,1997-98,0
240,1997-98,0
1477,1997-98,0
735,1997-98,0
179,1997-98,0
935,1997-98,0
1528,1997-98,0
433,1997-98,0
384,1997-98,0
61,1997-98,0
1063,1997-98,0
435,1997-98,0
76,1997-98,0
1538,1997-98,0
787,1997-98,0
279,1997-98,0
1525,1997-98,0
891,1997-98,0
1520,1997-98,0
369,1997-98,0
1497,1997-98,0
685,1997-98,0
1512,1997-98,0
713,1997-98,0
164,1997-98,0
1544,1997-98,0
201,1997-98,0
1612,1997-98,0
423,1997-98,0
168,1997-98,0
356,1997-98,0
904,1997-98,0
997,1997-98,0
185,1997-98,0
43,1997-98,0
363,1997-98,0
456,1997-98,0
359,1997-98,0
221,1997-98,0
361,1997-98,0
32,1997-98,0
17,1997-98,0
1133,1997-98,0
916,1997-98,0
722,1997-98,0
724,1997-98,0
905,1997-98,0
107,1997-98,0
757,1997-98,0
105,1997-98,0
7,1997-98,0
344,1997-98,0
198,1997-98,0
1504,1997-98,0
330,1997-98,0
353,1997-98,0
239,1997-98,0
1032,1997-98,0
128,1997-98,0
764,1997-98,0
710,1997-98,0
133,1997-98,0
766,1997-98,0
1545,1997-98,0
1051,1997-98,0
244,1997-98,0
209,1997-98,0
23,1997-98,0
192,1997-98,0
1507,1997-98,0
965,1997-98,0
1575,1997-98,0
157,1997-98,0
400,1997-98,0
934,1997-98,0
365,1997-98,0
96,1997-98,0
54,1997-98,0
87,1997-98,0
931,1997-98,0
690,1997-98,0
140,1997-98,0
1126,1997-98,0
963,1997-98,0
112,1997-98,0
923,1997-98,0
57,1997-98,0
77,1997-98,0
28,1997-98,0
1003,1997-98,0
190,1997-98,0
273,1997-98,0
1516,1997-98,0
1055,1997-98,0
698,1997-98,0
224,1997-98,0
922,1997-98,0
695,1997-98,0
386,1997-98,0
1023,1997-98,0
376,1997-98,0
785,1997-98,0
15,1997-98,0
35,1997-98,0
727,1997-98,0
1540,1997-98,0
677,1997-98,0
956,1997-98,0
1065,1997-98,0
911,1997-98,0
1564,1997-98,0
280,1997-98,0
697,1997-98,0
202,1997-98,0
56,1997-98,1
718,1997-98,0
248,1997-98,0
45,1997-98,0
678,1997-98,0
1666,1997-98,0
786,1997-98,0
779,1997-98,0
299,1997-98,0
1539,1997-98,0
255,1997-98,0
3,1997-98,0
246,1997-98,0
21,1997-98,0
323,1997-98,0
37,1997-98,0
65,1997-98,0
731,1997-98,0
165,1997-98,0
1677,1997-98,0
265,1997-98,0
1080,1997-98,0
1006,1997-98,0
765,1997-98,0
270,1997-98,0
1024,1997-98,0
73,1997-98,0
458,1997-98,0
93,1997-98,0
1134,1997-98,0
375,1997-98,0
1096,1997-98,0
462,1997-98,0
917,1997-98,0
1521,1997-98,0
147,1997-98,0
469,1997-98,0
1530,1997-98,0
1526,1997-98,0
381,1997-98,0
994,1997-98,0
1114,1997-98,0
679,1997-98,0
467,1997-98,0
1535,1997-98,0
420,1997-98,0
81,1997-98,0
204,1997-98,0
999,1997-98,0
1532,1997-98,0
979,1997-98,0
760,1997-98,0
966,1997-98,0
711,1997-98,0
754,1997-98,0
29,1997-98,0
1429,1997-98,0
247,1997-98,0
170,1997-98,0
693,1997-98,0
1086,1997-98,0
341,1997-98,0
180,1997-98,0
317,1997-98,0
304,1997-98,0
1519,1997-98,0
961,1997-98,0
271,1997-98,0
1511,1997-98,0
468,1997-98,0
146,1997-98,0
436,1997-98,0
252,1997-98,2
1529,1997-98,0
173,1997-98,0
1522,1997-98,0
1569,1997-98,0
1496,1997-98,0
1509,1997-98,0
383,1997-98,0
72,1997-98,0
954,1997-98,0
236,1997-98,0
708,1997-98,0
134,1997-98,0
1563,1997-98,0
1089,1997-98,0
788,1997-98,0
234,1997-98,0
1619,1997-98,0
977,1997-98,0
703,1997-98,0
111,1997-98,0
441,1997-98,0
913,1997-98,0
1683,1997-98,0
84,1997-98,0
1444,1997-98,0
734,1997-98,0
289,1997-98,0
195,1997-98,0
283,1997-98,0
1036,1997-98,0
1380,1997-98,0
953,1997-98,0
31,1997-98,0
919,1997-98,0
26,1997-98,0
446,1997-98,0
51,1997-98,0
990,1997-98,0
907,1997-98,0
948,1997-98,0
712,1997-98,0
53,1997-98,0
95,1997-98,0
707,1997-98,0
971,1997-98,0
349,1997-98,0
998,1997-98,0
899,1997-98,0
1110,1997-98,0
770,1997-98,0
1527,1997-98,0
982,1997-98,0
55,1997-98,0
672,1997-98,0
761,1997-98,0
1074,1997-98,0
1508,1997-98,0
262,1997-98,0
688,1997-98,0
714,1997-98,0
893,1997-98,3
1075,1997-98,0
63,1997-98,0
1565,1997-98,0
52,1997-98,0
782,1997-98,0
348,1997-98,0
42,1997-98,0
302,1997-98,0
177,1997-98,0
203,1997-98,0
98,1997-98,0
89,1997-98,0
178,1997-98,0
932,1997-98,0
970,1997-98,0
901,1997-98,0
136,1997-98,0
121,1997-98,0
442,1997-98,0
432,1997-98,0
939,1997-98,0
71,1997-98,0
461,1997-98,0
968,1997-98,0
753,1997-98,0
988,1997-98,0
739,1997-98,0
951,1997-98,0
1002,1997-98,0
1682,1997-98,0
674,1997-98,0
397,1997-98,0
1073,1997-98,0
364,1997-98,0
777,1997-98,0
1594,1997-98,0
296,1997-98,0
328,1997-98,0
894,1997-98,0
22,1997-98,0
109,1997-98,0
123,1997-98,0
393,1997-98,0
915,1997-98,0
1518,1997-98,0
166,1997-98,0
1500,1997-98,0
938,1997-98,0
964,1997-98,0
1601,1997-98,0
208,1997-98,0
694,1997-98,0
417,1997-98,0
64,1997-98,0
955,1997-98,0
1513,1997-98,0
418,1997-98,0
197,1997-98,0
281,1997-98,0
937,1997-98,0
251,1997-98,0
925,1997-98,0
399,1997-98,0
1000,1997-98,0
406,1997-98,0
949,1997-98,0
412,1997-98,0
762,1997-98,0
431,1997-98,0
704,1997-98,0
1035,1997-98,0
1578,1997-98,0
428,1997-98,0
892,1997-98,0
278,1997-98,0
914,1997-98,0
1128,1997-98,0
950,1997-98,0
1667,1997-98,0
70,1997-98,0
959,1997-98,0
120,1997-98,0
1037,1997-98,0
1505,1997-98,0
210,1997-98,0
187,1997-98,0
426,1997-98,0
143,1997-98,0
371,1997-98,0
345,1997-98,0
689,1997-98,0
160,1997-98,0
1495,1997-98,0
896,1997-98,0
1118,1997-98,0
100,1997-98,0
1501,1997-98,0
103,1997-98,0
957,1997-98,0
1472,1997-98,0
339,1997-98,0
67,1997-98,0
389,1997-98,0
1499,1997-98,0
960,1997-98,0
434,1997-98,0
1108,1997-98,0
763,1997-98,0
380,1997-98,0
1503,1997-98,0
145,1997-98,0
696,1997-98,0
969,1997-98,0
1576,1997-98,0
1607,1997-98,0
895,1997-98,0
238,1997-98,0
721,1997-98,0
137,1997-98,0
452,1997-98,0
355,1997-98,0
219,1997-98,0
958,1997-98,0
124,1997-98,0
702,1997-98,0
1005,1997-98,0
962,1997-98,0
445,1997-98,0
781,1997-98,0
1061,1997-98,0
416,1997-98,0
1365,1997-98,0
212,1997-98,0
440,1997-98,0
980,1997-98,0
920,1998-99,0
243,1998-99,0
1425,1998-99,0
228,1998-99,0
1502,1998-99,0
1817,1998-99,0
1733,1998-99,0
673,1998-99,0
275,1998-99,0
947,1998-99,0
297,1998-99,2
1591,1998-99,0
1541,1998-99,0
1754,1998-99,0
692,1998-99,0
1845,1998-99,0
457,1998-99,0
358,1998-99,0
1712,1998-99,0
138,1998-99,0
1533,1998-99,0
292,1998-99,0
1515,1998-99,0
324,1998-99,0
156,1998-99,0
952,1998-99,0
1498,1998-99,0
213,1998-99,0
226,1998-99,0
686,1998-99,0
288,1998-99,0
717,1998-99,0
1506,1998-99,0
422,1998-99,0
769,1998-99,0
989,1998-99,0
1112,1998-99,0
104,1998-99,0
223,1998-99,0
82,1998-99,0
182,1998-99,0
902,1998-99,0
183,1998-99,0
898,1998-99,0
448,1998-99,0
682,1998-99,0
1517,1998-99,0
184,1998-99,0
1719,1998-99,0
1802,1998-99,0
1585,1998-99,0
699,1998-99,0
85,1998-99,0
1510,1998-99,0
967,1998-99,0
258,1998-99,0
216,1998-99,0
1730,1998-99,0
1477,1998-99,0
1743,1998-99,0
735,1998-99,0
179,1998-99,0
1724,1998-99,0
935,1998-99,0
384,1998-99,0
61,1998-99,0
435,1998-99,0
1745,1998-99,0
76,1998-99,0
1538,1998-99,0
787,1998-99,0
1525,1998-99,0
891,1998-99,0
1869,1998-99,0
1593,1998-99,0
1520,1998-99,0
369,1998-99,0
1497,1998-99,0
685,1998-99,0
1512,1998-99,0
713,1998-99,0
164,1998-99,0
1544,1998-99,0
201,1998-99,0
423,1998-99,0
12,1998-99,0
168,1998-99,0
356,1998-99,0
904,1998-99,0
185,1998-99,0
43,1998-99,0
363,1998-99,0
456,1998-99,0
359,1998-99,0
221,1998-99,0
361,1998-99,0
1133,1998-99,0
1736,1998-99,0
916,1998-99,0
722,1998-99,0
724,1998-99,0
1757,1998-99,0
1749,1998-99,0
905,1998-99,0
107,1998-99,0
1800,1998-99,0
757,1998-99,0
105,1998-99,0
7,1998-99,0
344,1998-99,0
198,1998-99,0
1504,1998-99,0
330,1998-99,0
353,1998-99,0
239,1998-99,0
764,1998-99,0
710,1998-99,0
133,1998-99,0
766,1998-99,0
1545,1998-99,0
1051,1998-99,0
244,1998-99,0
209,1998-99,0
23,1998-99,0
192,1998-99,0
1507,1998-99,0
965,1998-99,0
157,1998-99,0
400,1998-99,0
934,1998-99,0
365,1998-99,0
96,1998-99,0
54,1998-99,0
87,1998-99,0
1717,1998-99,0
1122,1998-99,0
931,1998-99,0
690,1998-99,0
923,1998-99,0
57,1998-99,0
77,1998-99,0
28,1998-99,0
1003,1998-99,0
190,1998-99,0
273,1998-99,0
368,1998-99,0
1863,1998-99,0
1516,1998-99,0
698,1998-99,0
224,1998-99,0
922,1998-99,0
695,1998-99,0
386,1998-99,0
376,1998-99,0
785,1998-99,0
15,1998-99,0
35,1998-99,0
727,1998-99,0
1540,1998-99,0
677,1998-99,0
956,1998-99,0
1065,1998-99,0
911,1998-99,0
1564,1998-99,0
1732,1998-99,0
280,1998-99,0
697,1998-99,0
202,1998-99,0
56,1998-99,0
718,1998-99,0
248,1998-99,0
45,1998-99,0
1871,1998-99,0
786,1998-99,0
1562,1998-99,0
49,1998-99,0
779,1998-99,0
299,1998-99,0
255,1998-99,0
3,1998-99,0
21,1998-99,0
323,1998-99,0
65,1998-99,0
731,1998-99,0
165,1998-99,0
265,1998-99,0
906,1998-99,0
1006,1998-99,0
765,1998-99,0
270,1998-99,0
73,1998-99,0
458,1998-99,0
93,1998-99,0
1134,1998-99,0
375,1998-99,0
1764,1998-99,0
462,1998-99,0
1521,1998-99,0
1751,1998-99,0
147,1998-99,0
469,1998-99,0
1526,1998-99,0
381,1998-99,0
994,1998-99,0
320,1998-99,0
1114,1998-99,0
679,1998-99,0
467,1998-99,0
987,1998-99,0
1715,1998-99,0
420,1998-99,0
204,1998-99,0
976,1998-99,0
1852,1998-99,0
1741,1998-99,0
1532,1998-99,0
979,1998-99,0
1744,1998-99,0
760,1998-99,0
966,1998-99,0
711,1998-99,0
754,1998-99,0
29,1998-99,0
1429,1998-99,0
247,1998-99,0
170,1998-99,0
693,1998-99,0
341,1998-99,0
715,1998-99,0
180,1998-99,0
317,1998-99,0
304,1998-99,0
1519,1998-99,0
961,1998-99,0
271,1998-99,0
1511,1998-99,0
468,1998-99,0
1801,1998-99,0
146,1998-99,0
436,1998-99,0
252,1998-99,3
173,1998-99,0
1522,1998-99,0
1569,1998-99,0
1496,1998-99,0
1820,1998-99,0
1509,1998-99,0
383,1998-99,0
72,1998-99,0
1721,1998-99,0
954,1998-99,0
708,1998-99,0
1563,1998-99,0
788,1998-99,0
234,1998-99,0
977,1998-99,0
1748,1998-99,0
1600,1998-99,0
703,1998-99,0
111,1998-99,0
441,1998-99,0
1716,1998-99,0
913,1998-99,0
84,1998-99,0
1444,1998-99,0
195,1998-99,0
283,1998-99,0
1036,1998-99,0
684,1998-99,0
953,1998-99,0
919,1998-99,0
26,1998-99,0
446,1998-99,0
1823,1998-99,0
990,1998-99,0
907,1998-99,0
948,1998-99,0
712,1998-99,0
53,1998-99,0
1858,1998-99,0
95,1998-99,0
707,1998-99,0
971,1998-99,0
349,1998-99,0
1855,1998-99,0
998,1998-99,0
1110,1998-99,0
770,1998-99,0
1527,1998-99,0
1831,1998-99,0
55,1998-99,0
672,1998-99,0
761,1998-99,0
1723,1998-99,0
1074,1998-99,0
1508,1998-99,0
688,1998-99,0
1722,1998-99,0
1720,1998-99,0
714,1998-99,0
1138,1998-99,0
1709,1998-99,0
63,1998-99,0
1565,1998-99,0
52,1998-99,0
1710,1998-99,0
1630,1998-99,0
1750,1998-99,0
782,1998-99,0
348,1998-99,0
42,1998-99,0
983,1998-99,0
302,1998-99,0
177,1998-99,0
1737,1998-99,0
1861,1998-99,0
98,1998-99,0
89,1998-99,0
178,1998-99,0
932,1998-99,0
970,1998-99,0
901,1998-99,0
136,1998-99,0
1727,1998-99,0
121,1998-99,0
1514,1998-99,0
1718,1998-99,0
978,1998-99,0
432,1998-99,0
1824,1998-99,0
71,1998-99,0
461,1998-99,0
1711,1998-99,0
1872,1998-99,0
753,1998-99,0
988,1998-99,0
1740,1998-99,0
739,1998-99,0
1725,1998-99,0
951,1998-99,0
674,1998-99,0
397,1998-99,0
1073,1998-99,0
364,1998-99,0
777,1998-99,0
1594,1998-99,0
296,1998-99,0
328,1998-99,0
1729,1998-99,0
22,1998-99,0
109,1998-99,0
123,1998-99,0
1714,1998-99,0
393,1998-99,0
915,1998-99,0
1518,1998-99,0
166,1998-99,0
1500,1998-99,0
938,1998-99,0
1728,1998-99,0
1739,1998-99,0
1601,1998-99,0
1756,1998-99,0
208,1998-99,0
1734,1998-99,0
694,1998-99,0
417,1998-99,0
64,1998-99,0
955,1998-99,0
1513,1998-99,0
197,1998-99,0
281,1998-99,0
937,1998-99,0
251,1998-99,0
1752,1998-99,0
399,1998-99,0
1742,1998-99,0
1000,1998-99,0
406,1998-99,0
949,1998-99,0
762,1998-99,0
431,1998-99,0
704,1998-99,0
428,1998-99,0
278,1998-99,0
914,1998-99,0
950,1998-99,0
1667,1998-99,0
70,1998-99,0
959,1998-99,0
120,1998-99,0
1037,1998-99,0
1505,1998-99,0
210,1998-99,0
187,1998-99,0
426,1998-99,0
143,1998-99,0
371,1998-99,0
345,1998-99,0
689,1998-99,0
1847,1998-99,0
1495,1998-99,1
896,1998-99,0
100,1998-99,0
1501,1998-99,0
1753,1998-99,0
957,1998-99,0
339,1998-99,0
67,1998-99,0
389,1998-99,0
1499,1998-99,0
960,1998-99,0
763,1998-99,0
1503,1998-99,0
145,1998-99,0
696,1998-99,0
969,1998-99,0
1576,1998-99,0
1868,1998-99,0
1607,1998-99,0
895,1998-99,0
238,1998-99,0
1838,1998-99,0
1731,1998-99,0
1755,1998-99,0
137,1998-99,0
452,1998-99,0
1713,1998-99,0
219,1998-99,0
958,1998-99,0
124,1998-99,0
1735,1998-99,0
702,1998-99,0
1005,1998-99,0
962,1998-99,0
445,1998-99,0
781,1998-99,0
1061,1998-99,0
416,1998-99,0
980,1998-99,0
920,1999-00,0
1920,1999-00,0
243,1999-00,0
1425,1999-00,0
228,1999-00,0
1502,1999-00,0
1559,1999-00,0
1733,1999-00,0
673,1999-00,0
1893,1999-00,0
275,1999-00,0
947,1999-00,0
297,1999-00,1
1541,1999-00,0
1754,1999-00,0
1889,1999-00,0
692,1999-00,0
457,1999-00,0
358,1999-00,0
1712,1999-00,0
138,1999-00,0
1853,1999-00,0
1533,1999-00,0
193,1999-00,0
292,1999-00,0
1515,1999-00,0
324,1999-00,0
156,1999-00,0
952,1999-00,0
1498,1999-00,0
213,1999-00,0
176,1999-00,0
226,1999-00,0
686,1999-00,0
288,1999-00,0
717,1999-00,0
1506,1999-00,0
422,1999-00,0
769,1999-00,0
1884,1999-00,0
989,1999-00,0
1112,1999-00,0
104,1999-00,0
223,1999-00,0
82,1999-00,0
182,1999-00,0
902,1999-00,0
448,1999-00,0
682,1999-00,0
1517,1999-00,0
184,1999-00,0
1719,1999-00,0
1802,1999-00,0
699,1999-00,0
85,1999-00,0
1510,1999-00,0
258,1999-00,0
216,1999-00,0
1730,1999-00,0
1477,1999-00,0
1743,1999-00,0
735,1999-00,0
179,1999-00,0
1724,1999-00,0
935,1999-00,0
1898,1999-00,0
384,1999-00,0
1916,1999-00,0
435,1999-00,0
76,1999-00,0
1538,1999-00,0
787,1999-00,0
891,1999-00,0
1869,1999-00,0
369,1999-00,0
1497,1999-00,0
685,1999-00,0
1512,1999-00,0
713,1999-00,0
164,1999-00,0
1544,1999-00,0
201,1999-00,0
423,1999-00,0
1914,1999-00,0
168,1999-00,0
904,1999-00,0
185,1999-00,0
43,1999-00,0
363,1999-00,0
456,1999-00,0
1088,1999-00,0
359,1999-00,0
221,1999-00,0
361,1999-00,0
1736,1999-00,0
1894,1999-00,0
916,1999-00,0
722,1999-00,0
724,1999-00,0
1749,1999-00,0
905,1999-00,0
107,1999-00,0
1800,1999-00,0
757,1999-00,0
105,1999-00,0
344,1999-00,0
198,1999-00,0
1504,1999-00,0
330,1999-00,0
353,1999-00,0
239,1999-00,0
1032,1999-00,0
764,1999-00,0
133,1999-00,0
766,1999-00,0
1746,1999-00,0
1051,1999-00,0
2000,1999-00,0
244,1999-00,0
209,1999-00,0
23,1999-00,0
192,1999-00,0
1507,1999-00,0
965,1999-00,0
1967,1999-00,0
400,1999-00,0
934,1999-00,0
1760,1999-00,0
365,1999-00,0
96,1999-00,0
1904,1999-00,0
1070,1999-00,0
54,1999-00,0
87,1999-00,0
1901,1999-00,0
1717,1999-00,0
931,1999-00,0
690,1999-00,0
681,1999-00,0
923,1999-00,0
57,1999-00,0
77,1999-00,0
28,1999-00,0
1003,1999-00,0
190,1999-00,0
1863,1999-00,0
224,1999-00,0
1944,1999-00,0
922,1999-00,0
695,1999-00,0
386,1999-00,0
1882,1999-00,0
1023,1999-00,0
376,1999-00,0
785,1999-00,0
15,1999-00,0
727,1999-00,0
677,1999-00,0
956,1999-00,0
1065,1999-00,0
911,1999-00,0
1564,1999-00,0
1915,1999-00,0
1732,1999-00,0
280,1999-00,0
697,1999-00,0
1844,1999-00,0
202,1999-00,0
56,1999-00,0
718,1999-00,0
248,1999-00,0
45,1999-00,0
1562,1999-00,0
49,1999-00,0
779,1999-00,0
299,1999-00,0
255,1999-00,0
3,1999-00,0
21,1999-00,0
1761,1999-00,0
323,1999-00,0
731,1999-00,0
165,1999-00,0
1942,1999-00,0
906,1999-00,0
765,1999-00,0
270,1999-00,0
458,1999-00,0
93,1999-00,0
1134,1999-00,0
